# Kick = [    0.000000000000e+00,     0.000000000000e+00,     1.000000000000e-03]
#            time            norm                    dmx                    dmy                    dmz
         10.58339158      -4.44089210e-16     6.217248937901e-15     8.437694987151e-15     7.202767924006e-03
         10.91412256       3.33066907e-16    -8.881784197001e-16    -2.220446049250e-15     7.062978238143e-03
         11.24485355       1.11022302e-16     0.000000000000e+00    -8.881784197001e-16     6.898164142278e-03
         11.57558454       2.22044605e-16    -8.881784197001e-16    -1.776356839400e-15     6.708120064139e-03
         11.90631552      -3.88578059e-16     5.329070518201e-15     3.996802888651e-15     6.493877296497e-03
         12.23704651       1.66533454e-16     1.776356839400e-15     8.881784197001e-16     6.257726997908e-03
         12.56777750       2.22044605e-16    -8.881784197001e-16    -8.881784197001e-16     6.002042170606e-03
         12.89850848       0.00000000e+00    -4.440892098501e-16    -1.332267629550e-15     5.727883296654e-03
         13.22923947       1.66533454e-16    -4.440892098501e-16    -4.440892098501e-15     5.434865869115e-03
         13.55997046      -3.88578059e-16     3.552713678801e-15     5.773159728051e-15     5.122272597402e-03
         13.89070144       4.99600361e-16    -3.996802888651e-15    -2.664535259100e-15     4.790026987628e-03
         14.22143243       2.22044605e-16     0.000000000000e+00     0.000000000000e+00     4.438680302841e-03
         14.55216342       1.66533454e-16    -1.332267629550e-15     0.000000000000e+00     4.069141536137e-03
         14.88289440      -7.21644966e-16     7.993605777301e-15     8.437694987151e-15     3.682894642066e-03
         15.21362539       5.55111512e-17     4.440892098501e-16     8.881784197001e-16     3.281871697634e-03
         15.54435638      -4.99600361e-16     7.993605777301e-15     1.021405182655e-14     2.867699600146e-03
         15.87508736      -1.11022302e-16     1.332267629550e-15     4.440892098501e-16     2.441722660337e-03
         16.20581835      -2.22044605e-16     3.996802888651e-15     5.773159728051e-15     2.006450585743e-03
         16.53654934      -5.55111512e-17     2.220446049250e-15     1.776356839400e-15     1.566295689452e-03
         16.86728032      -5.55111512e-17     2.220446049250e-15     1.332267629550e-15     1.125686338514e-03
         17.19801131       0.00000000e+00     8.881784197001e-16     2.220446049250e-15     6.866200143607e-04
         17.52874230      -2.22044605e-16     3.552713678801e-15     3.552713678801e-15     2.487674770690e-04
         17.85947328      -3.88578059e-16     3.996802888651e-15     2.664535259100e-15    -1.884510992292e-04
         18.19020427       1.66533454e-16     4.440892098501e-16    -1.776356839400e-15    -6.249449330760e-04
         18.52093526       2.77555756e-16    -1.332267629550e-15    -8.881784197001e-16    -1.060514504123e-03
         18.85166624       1.11022302e-16     4.440892098501e-16     0.000000000000e+00    -1.494492968447e-03
         19.18239723      -5.55111512e-17     3.108624468950e-15     8.881784197001e-16    -1.924594074503e-03
         19.51312822       1.11022302e-16    -2.220446049250e-15     8.881784197001e-16    -2.347423067592e-03
         19.84385921      -5.55111512e-16     7.105427357601e-15     5.773159728051e-15    -2.760509720760e-03
         20.17459019      -1.66533454e-16     3.108624468950e-15    -1.776356839400e-15    -3.163036278801e-03
         20.50532118      -2.22044605e-16     4.440892098501e-15     3.996802888651e-15    -3.554728598670e-03
         20.83605217      -2.22044605e-16     1.776356839400e-15     4.440892098501e-15    -3.934938244469e-03
         21.16678315       1.11022302e-16    -2.220446049250e-15    -1.332267629550e-15    -4.302721768308e-03
         21.49751414       4.99600361e-16    -8.881784197001e-16     0.000000000000e+00    -4.657168550776e-03
         21.82824513      -2.77555756e-16     3.552713678801e-15     3.996802888651e-15    -4.997669464426e-03
         22.15897611      -2.22044605e-16     2.664535259100e-15     1.332267629550e-15    -5.323851452941e-03
         22.48970710       1.11022302e-16    -1.332267629550e-15     4.440892098501e-16    -5.634986525980e-03
         22.82043809      -5.55111512e-17     8.881784197001e-16     8.881784197001e-16    -5.929821526550e-03
         23.15116907      -2.22044605e-16     3.552713678801e-15     4.440892098501e-15    -6.207197708348e-03
         23.48190006      -2.77555756e-16     4.440892098501e-15     4.884981308351e-15    -6.466230741783e-03
         23.81263105      -3.33066907e-16     4.884981308351e-15     4.884981308351e-15    -6.705942222610e-03
         24.14336203      -5.55111512e-17     1.776356839400e-15     2.664535259100e-15    -6.925182024856e-03
         24.47409302       5.55111512e-17     2.220446049250e-15    -2.220446049250e-15    -7.122204372761e-03
         24.80482401       0.00000000e+00     8.881784197001e-16    -3.552713678801e-15    -7.293876709055e-03
         25.13555499      -2.22044605e-16     1.776356839400e-15     8.881784197001e-16    -7.436307548500e-03
         25.46628598       0.00000000e+00    -2.664535259100e-15    -1.332267629550e-15    -7.546397909596e-03
         25.79701697      -1.11022302e-16     4.440892098501e-16     4.440892098501e-16    -7.622357799729e-03
         26.12774795       5.55111512e-17     8.881784197001e-16     4.440892098501e-16    -7.663754579630e-03
         26.45847894       1.11022302e-16     0.000000000000e+00     4.440892098501e-16    -7.672188310948e-03
         26.78920993       5.55111512e-17     4.440892098501e-16    -1.776356839400e-15    -7.650866206355e-03
         27.11994091      -3.33066907e-16     4.440892098501e-15     6.217248937901e-15    -7.602822133574e-03
         27.45067190       6.66133815e-16    -8.437694987151e-15    -7.105427357601e-15    -7.529789499963e-03
         27.78140289      -3.88578059e-16     4.884981308351e-15     5.329070518201e-15    -7.432192780508e-03
         28.11213387      -5.55111512e-17     4.440892098501e-16     2.664535259100e-15    -7.309794700050e-03
         28.44286486       4.99600361e-16    -5.329070518201e-15    -3.108624468950e-15    -7.162728747421e-03
         28.77359585      -1.11022302e-16     4.440892098501e-16     3.108624468950e-15    -6.991895298003e-03
         29.10432683       1.11022302e-16    -3.552713678801e-15     4.440892098501e-16    -6.798640397460e-03
         29.43505782      -2.22044605e-16     8.881784197001e-16     8.881784197001e-16    -6.584886537941e-03
         29.76578881       1.66533454e-16     0.000000000000e+00     8.881784197001e-16    -6.352894097640e-03
         30.09651979      -1.66533454e-16     3.108624468950e-15     2.220446049250e-15    -6.104017477178e-03
         30.42725078       5.55111512e-17    -1.776356839400e-15     4.440892098501e-16    -5.838388889780e-03
         30.75798177       3.33066907e-16    -6.661338147751e-15    -6.217248937901e-15    -5.556079555878e-03
         31.08871275      -5.55111512e-17    -4.440892098501e-16     0.000000000000e+00    -5.257450256029e-03
         31.41944374      -5.55111512e-17    -4.440892098501e-16    -4.440892098501e-16    -4.942303359230e-03
         31.75017473       5.55111512e-17    -4.440892098501e-16    -2.664535259100e-15    -4.609867563852e-03
         32.08090572       4.44089210e-16    -4.884981308351e-15    -6.217248937901e-15    -4.260328999544e-03
         32.41163670      -1.66533454e-16     1.332267629550e-15     4.440892098501e-15    -3.895933876217e-03
         32.74236769       1.66533454e-16    -4.440892098501e-15    -2.664535259100e-15    -3.519729058896e-03
         33.07309868      -1.66533454e-16     1.332267629550e-15    -4.440892098501e-16    -3.133222931044e-03
         33.40382966      -1.66533454e-16    -4.440892098501e-16     3.552713678801e-15    -2.735932211495e-03
         33.73456065       5.55111512e-17    -3.552713678801e-15     1.776356839400e-15    -2.327013034648e-03
         34.06529164       0.00000000e+00     0.000000000000e+00    -3.996802888651e-15    -1.907035005054e-03
         34.39602262      -1.66533454e-16     4.440892098501e-16     2.220446049250e-15    -1.478512162633e-03
         34.72675361      -3.88578059e-16     4.884981308351e-15     3.996802888651e-15    -1.044636565470e-03
         35.05748460      -3.33066907e-16     0.000000000000e+00     1.776356839400e-15    -6.071770577147e-04
         35.38821558       3.33066907e-16    -2.664535259100e-15    -2.220446049250e-15    -1.662386477670e-04
         35.71894657      -4.44089210e-16     3.108624468950e-15     4.884981308351e-15     2.775655606206e-04
         36.04967756       2.77555756e-16    -2.220446049250e-15    -4.440892098501e-16     7.218383395844e-04
         36.38040854      -1.11022302e-16    -8.881784197001e-16    -8.881784197001e-16     1.163819767867e-03
         36.71113953      -8.88178420e-16     7.549516567451e-15     7.993605777301e-15     1.601805269759e-03
         37.04187052       3.33066907e-16    -3.108624468950e-15    -4.440892098501e-15     2.034317738623e-03
         37.37260150       2.77555756e-16    -3.996802888651e-15     0.000000000000e+00     2.458976906488e-03
         37.70333249      -3.33066907e-16     2.664535259100e-15     6.217248937901e-15     2.873074394702e-03
         38.03406348      -2.77555756e-16     1.776356839400e-15     8.881784197001e-16     3.274673028752e-03
         38.36479446       2.22044605e-16    -3.108624468950e-15    -5.329070518201e-15     3.663119722211e-03
         38.69552545      -1.66533454e-16     1.776356839400e-15     0.000000000000e+00     4.039011420506e-03
         39.02625644       5.55111512e-17    -2.664535259100e-15    -1.776356839400e-15     4.402830220630e-03
         39.35698742       3.33066907e-16    -4.440892098501e-15    -4.440892098501e-15     4.752819871137e-03
         39.68771841      -6.10622664e-16     5.329070518201e-15     1.332267629550e-15     5.085274528843e-03
         40.01844940      -2.22044605e-16     2.220446049250e-15    -4.440892098501e-16     5.397430620766e-03
         40.34918038       5.55111512e-17     1.776356839400e-15     3.552713678801e-15     5.689018541164e-03
         40.67991137       5.55111512e-16    -6.217248937901e-15    -4.884981308351e-15     5.961023054739e-03
         41.01064236       0.00000000e+00     0.000000000000e+00     0.000000000000e+00     6.214243723827e-03
         41.34137334      -2.22044605e-16     0.000000000000e+00     8.881784197001e-16     6.449206607251e-03
         41.67210433       0.00000000e+00     8.881784197001e-16     2.220446049250e-15     6.666220725136e-03
         42.00283532       3.88578059e-16    -2.664535259100e-15    -3.108624468950e-15     6.864559122115e-03
         42.33356630       0.00000000e+00    -3.108624468950e-15    -1.332267629550e-15     7.041813172793e-03
         42.66429729      -4.44089210e-16     5.773159728051e-15     3.552713678801e-15     7.194822502302e-03
         42.99502828      -2.22044605e-16     8.881784197001e-16     4.440892098501e-16     7.321675724937e-03
         43.32575926      -3.33066907e-16     1.776356839400e-15     1.776356839400e-15     7.422356683195e-03
         43.65649025       0.00000000e+00    -1.776356839400e-15    -8.881784197001e-16     7.496819012992e-03
         43.98722124      -1.11022302e-16     3.108624468950e-15     5.329070518201e-15     7.543539663014e-03
         44.31795222       2.22044605e-16    -8.881784197001e-16    -3.108624468950e-15     7.561439808352e-03
         44.64868321       4.44089210e-16    -3.108624468950e-15    -1.776356839400e-15     7.551799980135e-03
         44.97941420      -2.77555756e-16     6.661338147751e-15     1.332267629550e-15     7.516685187630e-03
         45.31014519      -4.44089210e-16     4.884981308351e-15     7.993605777301e-15     7.456942750819e-03
         45.64087617       2.22044605e-16    -2.664535259100e-15    -1.776356839400e-15     7.372956917091e-03
         45.97160716      -1.11022302e-16     0.000000000000e+00     4.440892098501e-16     7.266036037017e-03
         46.30233815      -1.11022302e-16     2.664535259100e-15     3.108624468950e-15     7.137761271834e-03
         46.63306913      -5.55111512e-17     8.881784197001e-16     0.000000000000e+00     6.988546781821e-03
         46.96380012      -1.11022302e-16     2.220446049250e-15     1.332267629550e-15     6.817563779476e-03
         47.29453111       0.00000000e+00     2.664535259100e-15     2.220446049250e-15     6.623958958430e-03
         47.62526209       2.22044605e-16     1.332267629550e-15    -8.881784197001e-16     6.407306092074e-03
         47.95599308       0.00000000e+00    -1.332267629550e-15     1.332267629550e-15     6.167263689878e-03
         48.28672407      -1.11022302e-16     4.440892098501e-16     8.881784197001e-16     5.903614464870e-03
         48.61745505      -5.55111512e-17     3.108624468950e-15     2.220446049250e-15     5.616650057104e-03
         48.94818604       1.11022302e-16    -1.332267629550e-15    -1.776356839400e-15     5.306472378114e-03
         49.27891703      -2.77555756e-16     4.440892098501e-15     4.440892098501e-15     4.971938714223e-03
         49.60964801      -5.55111512e-17     8.881784197001e-16     3.108624468950e-15     4.611965942959e-03
         49.94037900      -2.22044605e-16     4.440892098501e-15     2.664535259100e-15     4.227820245080e-03
         50.27110999      -1.66533454e-16     6.661338147751e-15     4.884981308351e-15     3.823012511503e-03
         50.60184097       2.22044605e-16    -8.881784197001e-16     1.332267629550e-15     3.402312331803e-03
         50.93257196       2.77555756e-16    -5.329070518201e-15    -4.440892098501e-16     2.971923529617e-03
         51.26330295       4.44089210e-16    -1.332267629550e-15    -6.217248937901e-15     2.539068046795e-03
         51.59403393       1.11022302e-16     8.881784197001e-16    -1.776356839400e-15     2.109988380262e-03
         51.92476492       1.66533454e-16     4.440892098501e-16    -1.332267629550e-15     1.688111054862e-03
         52.25549591       1.11022302e-16     3.996802888651e-15     3.552713678801e-15     1.273642998266e-03
         52.58622689      -1.11022302e-16     3.108624468950e-15     1.776356839400e-15     8.642985911829e-04
         52.91695788       0.00000000e+00     0.000000000000e+00     0.000000000000e+00     4.569505410394e-04
         53.24768887      -5.55111512e-17     2.220446049250e-15    -4.440892098501e-16     4.951244794826e-05
         53.57841985      -2.77555756e-16     8.881784197001e-16     4.440892098501e-16    -3.584730341233e-04
         53.90915084      -2.22044605e-16     1.776356839400e-15     4.440892098501e-16    -7.659665213278e-04
         54.23988183      -5.55111512e-17     8.881784197001e-16     0.000000000000e+00    -1.170762960504e-03
         54.57061281       0.00000000e+00    -4.440892098501e-16     8.881784197001e-16    -1.571487064926e-03
         54.90134380       0.00000000e+00     8.881784197001e-16    -8.881784197001e-16    -1.969534722743e-03
         55.23207479       1.11022302e-16     4.440892098501e-16     1.332267629550e-15    -2.368202613244e-03
         55.56280577       2.77555756e-16    -2.664535259100e-15    -2.220446049250e-15    -2.770075710904e-03
         55.89353676      -5.55111512e-17     2.664535259100e-15     3.996802888651e-15    -3.174899113839e-03
         56.22426775       1.11022302e-16     0.000000000000e+00    -4.440892098501e-16    -3.579522301721e-03
         56.55499873      -5.55111512e-17     0.000000000000e+00    -4.440892098501e-16    -3.979084857586e-03
         56.88572972       1.66533454e-16    -8.881784197001e-16    -4.440892098501e-16    -4.367282202190e-03
         57.21646071       0.00000000e+00     8.881784197001e-16     0.000000000000e+00    -4.737236514312e-03
         57.54719170       5.55111512e-17    -1.332267629550e-15    -4.440892098501e-16    -5.084331057104e-03
         57.87792268      -1.11022302e-16    -4.440892098501e-16     8.881784197001e-16    -5.408112221824e-03
         58.20865367       2.77555756e-16     0.000000000000e+00     1.332267629550e-15    -5.710606653679e-03
         58.53938466      -4.99600361e-16     4.884981308351e-15     7.549516567451e-15    -5.993035697786e-03
         58.87011564       2.22044605e-16    -1.332267629550e-15     4.440892098501e-16    -6.255251699776e-03
         59.20084663       1.11022302e-16     1.776356839400e-15     0.000000000000e+00    -6.497469833179e-03
         59.53157762       1.66533454e-16    -4.440892098501e-16    -1.332267629550e-15    -6.720776249994e-03
         59.86230860      -4.99600361e-16     6.661338147751e-15     7.549516567451e-15    -6.925633234762e-03
         60.19303959      -1.66533454e-16     2.220446049250e-15     4.440892098501e-16    -7.109727084285e-03
         60.52377058       0.00000000e+00     2.664535259100e-15     3.552713678801e-15    -7.268276229319e-03
         60.85450156      -1.66533454e-16     6.661338147751e-15     6.661338147751e-15    -7.397929763689e-03
         61.18523255      -1.66533454e-16     5.773159728051e-15     3.108624468950e-15    -7.499636590980e-03
         61.51596354       0.00000000e+00     4.440892098501e-16    -1.776356839400e-15    -7.577338672436e-03
         61.84669452      -8.32667268e-16     9.769962616701e-15     9.325873406851e-15    -7.634365699028e-03
         62.17742551      -2.22044605e-16     3.552713678801e-15     1.776356839400e-15    -7.671370291361e-03
         62.50815650      -3.88578059e-16     2.664535259100e-15     3.552713678801e-15    -7.686733921888e-03
         62.83888748       1.66533454e-16    -2.664535259100e-15    -1.776356839400e-15    -7.677191092815e-03
         63.16961847       1.11022302e-16    -1.332267629550e-15    -2.220446049250e-15    -7.639307520726e-03
         63.50034946      -1.66533454e-16     2.220446049250e-15     4.884981308351e-15    -7.571792302989e-03
         63.83108044       5.55111512e-17     4.440892098501e-16    -8.881784197001e-16    -7.475497277035e-03
         64.16181143       0.00000000e+00     0.000000000000e+00     8.881784197001e-16    -7.351595823013e-03
         64.49254242      -4.44089210e-16     3.108624468950e-15     2.220446049250e-15    -7.200707180182e-03
         64.82327340      -6.66133815e-16     5.773159728051e-15     4.440892098501e-15    -7.022982836658e-03
         65.15400439      -1.66533454e-16     0.000000000000e+00     8.881784197001e-16    -6.817644881619e-03
         65.48473538       2.22044605e-16    -8.881784197001e-16    -1.332267629550e-15    -6.583127913719e-03
         65.81546636       4.99600361e-16    -3.552713678801e-15    -2.664535259100e-15    -6.319158441288e-03
         66.14619735      -2.22044605e-16     5.329070518201e-15     4.884981308351e-15    -6.028010224066e-03
         66.47692834       1.11022302e-16    -1.776356839400e-15     0.000000000000e+00    -5.713348383856e-03
         66.80765932       0.00000000e+00    -1.776356839400e-15    -4.440892098501e-16    -5.377974095532e-03
         67.13839031      -5.55111512e-17    -8.881784197001e-16    -2.220446049250e-15    -5.021969405330e-03
         67.46912130      -7.21644966e-16     6.217248937901e-15     5.329070518201e-15    -4.643782534053e-03
         67.79985228       3.88578059e-16    -5.773159728051e-15    -4.884981308351e-15    -4.243597463769e-03
         68.13058327      -2.22044605e-16     3.108624468950e-15     4.884981308351e-15    -3.825267226321e-03
         68.46131426      -1.66533454e-16     4.440892098501e-16     8.881784197001e-16    -3.394703693379e-03
         68.79204524       5.55111512e-17    -8.881784197001e-16    -8.881784197001e-16    -2.956575692941e-03
         69.12277623       2.77555756e-16    -2.664535259100e-15    -3.108624468950e-15    -2.513109587613e-03
         69.45350722       3.88578059e-16    -6.217248937901e-15    -5.773159728051e-15    -2.064429795205e-03
         69.78423820      -3.88578059e-16     2.664535259100e-15     4.440892098501e-15    -1.609824801344e-03
         70.11496919       0.00000000e+00    -3.552713678801e-15    -1.776356839400e-15    -1.150469512470e-03
         70.44570018       2.22044605e-16    -1.776356839400e-15    -4.440892098501e-16    -6.894940623310e-04
         70.77643117      -2.22044605e-16     8.881784197001e-16     8.881784197001e-16    -2.291995292736e-04
         71.10716215      -3.33066907e-16     3.996802888651e-15     5.773159728051e-15     2.299639645962e-04
         71.43789314       1.66533454e-16    -3.996802888651e-15    -3.552713678801e-15     6.870590563999e-04
         71.76862413       0.00000000e+00     8.881784197001e-16    -1.332267629550e-15     1.138276508909e-03
         72.09935511       0.00000000e+00    -2.664535259100e-15     4.440892098501e-16     1.578351974840e-03
         72.43008610       5.55111512e-17    -2.220446049250e-15    -1.776356839400e-15     2.003973040185e-03
         72.76081709       1.66533454e-16    -1.776356839400e-15    -8.881784197001e-16     2.415587383285e-03
         73.09154807      -1.11022302e-16     1.332267629550e-15     1.332267629550e-15     2.816182498931e-03
         73.42227906       1.66533454e-16    -3.552713678801e-15    -1.332267629550e-15     3.208359890882e-03
         73.75301005      -5.55111512e-17     0.000000000000e+00     8.881784197001e-16     3.593871286169e-03
         74.08374103       1.66533454e-16    -3.552713678801e-15    -4.440892098501e-15     3.974064019261e-03
         74.41447202      -2.22044605e-16     2.220446049250e-15     5.773159728051e-15     4.348470430580e-03
         74.74520301      -3.88578059e-16     3.996802888651e-15     6.217248937901e-15     4.714203051936e-03
         75.07593399      -4.99600361e-16     4.884981308351e-15     5.329070518201e-15     5.067367799707e-03
         75.40666498       0.00000000e+00    -4.440892098501e-16    -2.664535259100e-15     5.404377246875e-03
         75.73739597       2.22044605e-16     4.440892098501e-16    -1.776356839400e-15     5.721261757130e-03
         76.06812695       1.66533454e-16    -1.332267629550e-15     1.776356839400e-15     6.013353809384e-03
         76.39885794       2.77555756e-16    -3.108624468950e-15    -4.440892098501e-16     6.276372346718e-03
         76.72958893      -5.55111512e-17     8.881784197001e-16     1.332267629550e-15     6.506913615883e-03
         77.06031991      -4.99600361e-16     4.440892098501e-15     1.776356839400e-15     6.703969486760e-03
         77.39105090      -2.22044605e-16     2.664535259100e-15     1.332267629550e-15     6.870803373745e-03
         77.72178189       2.22044605e-16    -8.881784197001e-16    -2.664535259100e-15     7.014094501328e-03
         78.05251287       2.77555756e-16    -1.332267629550e-15    -2.220446049250e-15     7.140488509960e-03
         78.38324386      -3.33066907e-16     5.329070518201e-15     4.440892098501e-15     7.253177498453e-03
         78.71397485       0.00000000e+00    -8.881784197001e-16    -8.881784197001e-16     7.351836265855e-03
         79.04470583      -2.77555756e-16     5.329070518201e-15     1.332267629550e-15     7.434738184389e-03
         79.37543682       0.00000000e+00     2.220446049250e-15     1.776356839400e-15     7.499803453672e-03
         79.70616781      -3.33066907e-16     3.996802888651e-15     4.884981308351e-15     7.544276873467e-03
         80.03689879      -5.55111512e-17     1.332267629550e-15     3.108624468950e-15     7.565574295537e-03
         80.36762978       0.00000000e+00     3.552713678801e-15     1.776356839400e-15     7.564061801541e-03
         80.69836077      -5.55111512e-17     3.552713678801e-15     6.661338147751e-15     7.542039373089e-03
         81.02909175      -5.55111512e-17     1.332267629550e-15     0.000000000000e+00     7.499399141258e-03
         81.35982274       7.21644966e-16    -6.217248937901e-15    -4.884981308351e-15     7.431865220490e-03
         81.69055373      -6.10622664e-16     7.105427357601e-15     8.437694987151e-15     7.333502136115e-03
         82.02128471      -4.99600361e-16     5.329070518201e-15     7.549516567451e-15     7.200664224676e-03
         82.35201570       0.00000000e+00     0.000000000000e+00     4.440892098501e-16     7.033491161256e-03
         82.68274669      -3.88578059e-16     5.773159728051e-15     5.329070518201e-15     6.834294700077e-03
         83.01347768      -3.88578059e-16     4.440892098501e-15     9.325873406851e-15     6.605685107579e-03
         83.34420866      -1.11022302e-16     0.000000000000e+00     3.108624468950e-15     6.350459213865e-03
         83.67493965      -1.11022302e-16     4.440892098501e-16     2.664535259100e-15     6.072350007372e-03
         84.00567064       1.11022302e-16    -1.776356839400e-15    -3.996802888651e-15     5.774655998151e-03
         84.33640162      -6.66133815e-16     7.993605777301e-15     7.549516567451e-15     5.458738147302e-03
         84.66713261      -2.77555756e-16     3.552713678801e-15     2.220446049250e-15     5.124809261993e-03
         84.99786360      -5.55111512e-17    -4.440892098501e-16     0.000000000000e+00     4.773611290638e-03
         85.32859458       3.33066907e-16    -2.220446049250e-15    -1.776356839400e-15     4.407322456263e-03
         85.65932557       0.00000000e+00     1.332267629550e-15     2.220446049250e-15     4.027807618344e-03
         85.99005656       1.66533454e-16     4.440892098501e-16     4.440892098501e-16     3.635053122687e-03
         86.32078754       4.99600361e-16    -3.552713678801e-15    -5.773159728051e-15     3.228886368725e-03
         86.65151853      -2.22044605e-16     4.440892098501e-15     3.108624468950e-15     2.811258385320e-03
         86.98224952       1.11022302e-16     1.332267629550e-15     1.332267629550e-15     2.385397805262e-03
         87.31298050       3.88578059e-16    -1.776356839400e-15    -4.440892098501e-15     1.953141226719e-03
         87.64371149       1.66533454e-16    -1.776356839400e-15     0.000000000000e+00     1.515122918301e-03
         87.97444248      -1.66533454e-16     3.552713678801e-15     3.996802888651e-15     1.072528490783e-03
         88.30517346       1.11022302e-16     8.881784197001e-16     3.552713678801e-15     6.270530124448e-04
         88.63590445      -1.11022302e-16     3.108624468950e-15     4.440892098501e-15     1.794686495513e-04
         88.96663544       5.55111512e-17     0.000000000000e+00     1.332267629550e-15    -2.713917318458e-04
         89.29736642       3.33066907e-16    -1.776356839400e-15    -2.664535259100e-15    -7.268754340859e-04
         89.62809741      -3.33066907e-16     2.220446049250e-15     3.108624468950e-15    -1.186202752677e-03
         89.95882840       2.77555756e-16    -8.881784197001e-16    -4.440892098501e-16    -1.646411549981e-03
         90.28955938       0.00000000e+00     1.776356839400e-15     3.108624468950e-15    -2.103434208990e-03
         90.62029037       5.55111512e-16    -2.220446049250e-15    -2.220446049250e-15    -2.552747813038e-03
         90.95102136      -5.55111512e-17     0.000000000000e+00     1.776356839400e-15    -2.989448402346e-03
         91.28175234      -1.11022302e-16     3.996802888651e-15     2.664535259100e-15    -3.409403790422e-03
         91.61248333      -1.66533454e-16     1.776356839400e-15     1.332267629550e-15    -3.810436917995e-03
         91.94321432       1.11022302e-16     4.440892098501e-16     3.108624468950e-15    -4.192282117121e-03
         92.27394530       5.55111512e-17     1.332267629550e-15     1.776356839400e-15    -4.555859003919e-03
         92.60467629      -3.88578059e-16     7.105427357601e-15     7.549516567451e-15    -4.901762748328e-03
         92.93540728      -2.22044605e-16     3.552713678801e-15     3.996802888651e-15    -5.229204371845e-03
         93.26613826       1.11022302e-16    -4.440892098501e-16     8.881784197001e-16    -5.536022099740e-03
         93.59686925      -2.22044605e-16     0.000000000000e+00     2.664535259100e-15    -5.820250308435e-03
         93.92760024       1.11022302e-16     8.881784197001e-16     1.776356839400e-15    -6.082102192061e-03
         94.25833122      -5.55111512e-17    -8.881784197001e-16     2.220446049250e-15    -6.324175961261e-03
         94.58906221       2.22044605e-16    -8.881784197001e-16    -2.220446049250e-15    -6.549659984639e-03
         94.91979320      -5.55111512e-17     8.881784197001e-16     4.440892098501e-16    -6.759058474318e-03
         95.25052419      -1.11022302e-16     1.776356839400e-15     2.220446049250e-15    -6.949140258365e-03
         95.58125517       2.22044605e-16     0.000000000000e+00     1.332267629550e-15    -7.115760681644e-03
         95.91198616      -5.55111512e-17     2.664535259100e-15     1.332267629550e-15    -7.256654839703e-03
