# Photoabsorption spectrum from real-time propagation
# GPAW version: 19.8.1
# Total time = 14.9900 fs, Time steps = [10.0000] as
# Kick = [0.001, 0, 0]
# Gaussian folding, Width = 0.1500 eV = 0.005512 Hartree <=> FWHM = 0.353223 eV
#    om (eV)                  S_x                  S_y                  S_z
    3.300000     6.5834102348e+00     0.0000000000e+00     0.0000000000e+00
    3.350000     6.6742266959e+00     0.0000000000e+00     0.0000000000e+00
    3.400000     6.7552979319e+00     0.0000000000e+00     0.0000000000e+00
    3.450000     6.8294063452e+00     0.0000000000e+00     0.0000000000e+00
    3.500000     6.8966845881e+00     0.0000000000e+00     0.0000000000e+00
    3.550000     6.9581866310e+00     0.0000000000e+00     0.0000000000e+00
    3.600000     7.0182506025e+00     0.0000000000e+00     0.0000000000e+00
    3.650000     7.0826878560e+00     0.0000000000e+00     0.0000000000e+00
    3.700000     7.1551309717e+00     0.0000000000e+00     0.0000000000e+00
    3.750000     7.2360171785e+00     0.0000000000e+00    -0.0000000000e+00
    3.800000     7.3253381499e+00     0.0000000000e+00    -0.0000000000e+00
    3.850000     7.4256911528e+00    -0.0000000000e+00     0.0000000000e+00
    3.900000     7.5418364390e+00    -0.0000000000e+00     0.0000000000e+00
    3.950000     7.6771705314e+00    -0.0000000000e+00     0.0000000000e+00
    4.000000     7.8311762838e+00    -0.0000000000e+00     0.0000000000e+00
    4.050000     8.0007203489e+00    -0.0000000000e+00     0.0000000000e+00
    4.100000     8.1835516576e+00    -0.0000000000e+00     0.0000000000e+00
    4.150000     8.3798820860e+00    -0.0000000000e+00     0.0000000000e+00
    4.200000     8.5903379857e+00    -0.0000000000e+00     0.0000000000e+00
    4.250000     8.8129121554e+00    -0.0000000000e+00    -0.0000000000e+00
    4.300000     9.0426848090e+00     0.0000000000e+00    -0.0000000000e+00
    4.350000     9.2747488369e+00     0.0000000000e+00    -0.0000000000e+00
    4.400000     9.5069601217e+00     0.0000000000e+00    -0.0000000000e+00
    4.450000     9.7393200214e+00     0.0000000000e+00     0.0000000000e+00
    4.500000     9.9707218430e+00     0.0000000000e+00     0.0000000000e+00
    4.550000     1.0196846001e+01     0.0000000000e+00     0.0000000000e+00
    4.600000     1.0411649310e+01     0.0000000000e+00     0.0000000000e+00
    4.650000     1.0610784721e+01     0.0000000000e+00     0.0000000000e+00
    4.700000     1.0793180016e+01     0.0000000000e+00     0.0000000000e+00
    4.750000     1.0959238821e+01     0.0000000000e+00     0.0000000000e+00
    4.800000     1.1107997326e+01     0.0000000000e+00     0.0000000000e+00
    4.850000     1.1236601495e+01     0.0000000000e+00     0.0000000000e+00
    4.900000     1.1342632026e+01     0.0000000000e+00     0.0000000000e+00
    4.950000     1.1426557687e+01     0.0000000000e+00     0.0000000000e+00
