# Photoabsorption spectrum from linear response TD-DFT
# GPAW version: 19.8.1
# Gauss folded, width=0.05 [eV]
# length form# om [eV]     osz          osz x       osz y       osz z
   2.23539 6.8541899e-27 4.2088905e-27 1.0745280e-26 5.6083992e-27
   2.24789 1.8674774e-26 1.2016545e-26 2.8424954e-26 1.5582822e-26
   2.26039 4.8223691e-26 3.2755798e-26 7.0725885e-26 4.1189389e-26
   2.27289 1.1823909e-25 8.5362873e-26 1.6558273e-25 1.0377165e-25
   2.28539 2.7579757e-25 2.1284487e-25 3.6493581e-25 2.4961202e-25
   2.29789 6.1315582e-25 5.0784420e-25 7.5760947e-25 5.7401379e-25
   2.31039 1.3014935e-24 1.1588870e-24 1.4826281e-24 1.2629655e-24
   2.32289 2.6410790e-24 2.5264310e-24 2.7377086e-24 2.6590974e-24
   2.33539 5.1278145e-24 5.2534896e-24 4.7754156e-24 5.3545382e-24
   2.34789 9.5270207e-24 1.0400760e-23 7.8795622e-24 1.0300740e-23
   2.36039 1.6928886e-23 1.9566929e-23 1.2318394e-23 1.8901335e-23
   2.37289 2.8738267e-23 3.4914631e-23 1.8278635e-23 3.3021535e-23
   2.38539 4.6534322e-23 5.8989177e-23 2.5792863e-23 5.4820926e-23
   2.39789 7.1741452e-23 9.4223614e-23 3.4677759e-23 8.6322983e-23
   2.41039 1.0510286e-22 1.4210520e-22 4.4500003e-23 1.2870338e-22
   2.42289 1.4604709e-22 2.0214288e-22 5.4581018e-23 1.8141738e-22
   2.43539 1.9215758e-22 2.7097390e-22 6.4045583e-23 2.4145325e-22
   2.44789 2.3902864e-22 3.4206947e-22 7.1915335e-23 3.0310110e-22
   2.46039 2.8074340e-22 4.0642413e-22 7.7244232e-23 3.5856184e-22
   2.47289 3.1100769e-22 4.5429193e-22 7.9283569e-23 3.9944757e-22
   2.48539 3.2468044e-22 4.7756724e-22 7.7646955e-23 4.1882712e-22
   2.49789 3.1919886e-22 4.7202454e-22 7.2428485e-23 4.1314354e-22
   2.51039 2.9535659e-22 4.3856870e-22 6.4224985e-23 3.8327609e-22
   2.52289 2.5711287e-22 3.8298904e-22 5.4036384e-23 3.3431318e-22
   2.53539 2.1049706e-22 3.1431061e-22 4.3061903e-23 2.7411868e-22
   2.54789 1.6203159e-22 2.4239081e-22 3.2452493e-23 2.1125145e-22
   2.56039 1.1724572e-22 1.7564159e-22 2.3097829e-23 1.5299773e-22
   2.57289 7.9738941e-23 1.1958303e-22 1.5508839e-23 1.0412496e-22
   2.58539 5.0964565e-23 7.6493589e-23 9.8147210e-24 6.6585384e-23
   2.59789 3.0609122e-23 4.5970618e-23 5.8499252e-24 4.0006823e-23
   2.61039 1.7273795e-23 2.5955248e-23 3.2820482e-24 2.2584090e-23
   2.62289 9.1591635e-24 1.3767393e-23 1.7324646e-24 1.1977633e-23
   2.63539 4.5628616e-24 6.8604716e-24 8.6011099e-25 5.9680021e-24
   2.64789 2.1355940e-24 3.2116439e-24 4.0150951e-25 2.7936286e-24
   2.66039 9.3905214e-25 1.4124351e-24 1.7619602e-25 1.2285253e-24
   2.67289 3.8792027e-25 5.8354539e-25 7.2674873e-26 5.0754054e-25
   2.68539 1.5054662e-25 2.2648729e-25 2.8171231e-26 1.9698133e-25
   2.69789 5.4887155e-26 8.2579930e-26 1.0261692e-26 7.1819843e-26
   2.71039 1.8799148e-26 2.8285608e-26 3.5123008e-27 2.4599534e-26
   2.72289 6.0488201e-27 9.1015628e-27 1.1295348e-27 7.9153626e-27
   2.73539 1.8283790e-27 2.7512191e-27 3.4129037e-28 2.3926275e-27
   2.74789 5.1918637e-28 7.8125469e-28 9.6883699e-29 6.7942073e-28
   2.76039 1.3849710e-28 2.0840971e-28 2.5838589e-29 1.8124301e-28
